# Glyph placement metrics — values normalized to the 0..1 SVG viewBox
#
# All SVGs share the same baseline_y.  To place glyph B directly after
# glyph A, offset B horizontally by A's advance_w (scaled to your tile size).
# To align descenders/ascenders visually, use ink_top / ink_bottom.
#
char    baseline_y   ink_top   ink_bottom   ink_left  ink_right  ink_width  advance_w
⋢           0.7223    0.2888       0.7908     0.3176     0.6824     0.3649     0.5017
⋣           0.7223    0.2888       0.7908     0.3176     0.6824     0.3649     0.5017
⋤           0.7223    0.3575       0.7908     0.3176     0.6824     0.3649     0.5017
⋥           0.7223    0.3575       0.7908     0.3176     0.6824     0.3649     0.5017
⋦           0.7223    0.3119       0.7713     0.3176     0.6824     0.3649     0.5017
⋧           0.7223    0.3119       0.7713     0.3176     0.6824     0.3649     0.5017
⋨           0.7223    0.2388       0.7713     0.3176     0.6824     0.3649     0.5017
⋩           0.7223    0.2388       0.7713     0.3176     0.6824     0.3649     0.5017
⋪           0.7223    0.2965       0.7831     0.3176     0.6824     0.3649     0.5017
⋫           0.7223    0.2965       0.7831     0.3176     0.6824     0.3649     0.5017
⋬           0.7223    0.2965       0.7908     0.3176     0.6824     0.3649     0.5017
⋭           0.7223    0.2965       0.7908     0.3176     0.6824     0.3649     0.5017
⋮           0.7223    0.3575       0.7223     0.4696     0.5304     0.0607     0.5017
⋯           0.7223    0.5094       0.5704     0.3176     0.6824     0.3649     0.5017
⋰           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⋱           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
⌂           0.7223    0.2663       0.7223     0.2720     0.7280     0.4561     0.5322
⌆           0.7223    0.2659       0.7223     0.3176     0.6824     0.3649     0.5017
⌈           0.7223    0.2357       0.8136     0.4240     0.5760     0.1519     0.3347
⌉           0.7223    0.2357       0.8136     0.4240     0.5760     0.1519     0.3347
⌊           0.7223    0.2357       0.8136     0.4240     0.5760     0.1519     0.3347
⌋           0.7223    0.2357       0.8136     0.4240     0.5760     0.1519     0.3347
⌠           0.7223    0.2243       0.8555     0.4183     0.5817     0.1633     0.2663
⌡           0.7223    0.2243       0.8555     0.4183     0.5817     0.1633     0.2663
⌢           0.7223    0.4903       0.5892     0.3176     0.6824     0.3649     0.5017
⌣           0.7223    0.4903       0.5892     0.3176     0.6824     0.3649     0.5017
␀           0.7223    0.4943       0.7282     0.2134     0.7866     0.5732     0.6311
␁           0.7223    0.4884       0.7282     0.2183     0.7817     0.5633     0.6311
␂           0.7223    0.4884       0.7282     0.2134     0.7866     0.5732     0.6311
␃           0.7223    0.4943       0.7223     0.2173     0.7827     0.5655     0.6311
␄           0.7223    0.4884       0.7282     0.2143     0.7857     0.5713     0.6311
␅           0.7223    0.4884       0.7680     0.2134     0.7866     0.5732     0.6311
␆           0.7223    0.4884       0.7282     0.1966     0.8034     0.6068     0.6311
␇           0.7223    0.4943       0.7223     0.2109     0.7891     0.5781     0.6311
␈           0.7223    0.4884       0.7282     0.3176     0.6824     0.3649     0.6311
␉           0.7223    0.4943       0.7223     0.2985     0.7015     0.4031     0.6311
␊           0.7223    0.4943       0.7223     0.3139     0.6861     0.3723     0.6311
␋           0.7223    0.4943       0.7223     0.2968     0.7032     0.4065     0.5612
␌           0.7223    0.4943       0.7223     0.3165     0.6835     0.3670     0.6311
␍           0.7223    0.4884       0.7282     0.2969     0.7031     0.4062     0.6311
␎           0.7223    0.4884       0.7282     0.2965     0.7035     0.4071     0.6311
␏           0.7223    0.4884       0.7282     0.3083     0.6917     0.3834     0.6311
␐           0.7223    0.4943       0.7223     0.2186     0.7814     0.5627     0.6311
␑           0.7223    0.4884       0.7282     0.2203     0.7797     0.5593     0.6311
␒           0.7223    0.4884       0.7282     0.2225     0.7775     0.5550     0.6311
␓           0.7223    0.4884       0.7282     0.2253     0.7747     0.5495     0.6311
␔           0.7223    0.4884       0.7282     0.2234     0.7766     0.5532     0.6311
␕           0.7223    0.4943       0.7223     0.2117     0.7883     0.5766     0.6311
␖           0.7223    0.4884       0.7282     0.2205     0.7795     0.5590     0.6311
␗           0.7223    0.4943       0.7223     0.2225     0.7775     0.5550     0.6311
␘           0.7223    0.4884       0.7282     0.2205     0.7795     0.5590     0.6311
␙           0.7223    0.4943       0.7223     0.3023     0.6977     0.3954     0.6311
␚           0.7223    0.4884       0.7282     0.2225     0.7775     0.5550     0.6311
␛           0.7223    0.4884       0.7282     0.2148     0.7852     0.5704     0.6311
␜           0.7223    0.4884       0.7282     0.3176     0.6824     0.3649     0.6311
␝           0.7223    0.4884       0.7282     0.2965     0.7035     0.4071     0.6311
␞           0.7223    0.4884       0.7282     0.3028     0.6972     0.3945     0.6311
␟           0.7223    0.4884       0.7282     0.3028     0.6972     0.3945     0.6311
␠           0.7223    0.4884       0.7282     0.2983     0.7017     0.4034     0.6311
␡           0.7223    0.4943       0.7223     0.2168     0.7832     0.5664     0.6311
␢           0.7223    0.2280       0.7300     0.2786     0.7214     0.4428     0.6311
␣           0.7223    0.7223       0.8136     0.4002     0.5998     0.1997     0.1997
␤           0.7223    0.4943       0.7223     0.2982     0.7018     0.4037     0.6311
─           0.7223    0.5171       0.5627     0.1844     0.8156     0.6311     0.6311
━           0.7223    0.5094       0.5704     0.1844     0.8156     0.6311     0.6311
│           0.7223    0.2243       0.8555     0.4772     0.5228     0.0456     0.6311
┃           0.7223    0.2243       0.8555     0.4696     0.5304     0.0607     0.6311
┄           0.7223    0.5171       0.5627     0.2072     0.7928     0.5855     0.6311
┅           0.7223    0.5094       0.5704     0.2072     0.7928     0.5855     0.6311
┆           0.7223    0.2471       0.8327     0.4772     0.5228     0.0456     0.6311
┇           0.7223    0.2471       0.8327     0.4696     0.5304     0.0607     0.6311
┈           0.7223    0.5171       0.5627     0.2072     0.7928     0.5855     0.6311
┉           0.7223    0.5094       0.5704     0.2072     0.7928     0.5855     0.6311
┊           0.7223    0.2471       0.8327     0.4772     0.5228     0.0456     0.6311
┋           0.7223    0.2471       0.8327     0.4696     0.5304     0.0607     0.6311
┌           0.7223    0.5171       0.8555     0.3308     0.6692     0.3384     0.6311
┍           0.7223    0.5094       0.8555     0.3308     0.6692     0.3384     0.6311
┎           0.7223    0.5171       0.8555     0.3270     0.6730     0.3461     0.6311
┏           0.7223    0.5094       0.8555     0.3270     0.6730     0.3461     0.6311
┐           0.7223    0.5171       0.8555     0.3308     0.6692     0.3384     0.6311
┑           0.7223    0.5094       0.8555     0.3308     0.6692     0.3384     0.6311
┒           0.7223    0.5171       0.8555     0.3270     0.6730     0.3461     0.6311
┓           0.7223    0.5094       0.8555     0.3270     0.6730     0.3461     0.6311
└           0.7223    0.2243       0.5627     0.3308     0.6692     0.3384     0.6311
┕           0.7223    0.2243       0.5704     0.3308     0.6692     0.3384     0.6311
┖           0.7223    0.2243       0.5627     0.3270     0.6730     0.3461     0.6311
┗           0.7223    0.2243       0.5704     0.3270     0.6730     0.3461     0.6311
┘           0.7223    0.2243       0.5627     0.3308     0.6692     0.3384     0.6311
┙           0.7223    0.2243       0.5704     0.3308     0.6692     0.3384     0.6311
┚           0.7223    0.2243       0.5627     0.3270     0.6730     0.3461     0.6311
┛           0.7223    0.2243       0.5704     0.3270     0.6730     0.3461     0.6311
├           0.7223    0.2243       0.8555     0.3308     0.6692     0.3384     0.6311
┝           0.7223    0.2243       0.8555     0.3308     0.6692     0.3384     0.6311
┞           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┟           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┠           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┡           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┢           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┣           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┤           0.7223    0.2243       0.8555     0.3308     0.6692     0.3384     0.6311
┥           0.7223    0.2243       0.8555     0.3308     0.6692     0.3384     0.6311
┦           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┧           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┨           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┩           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┪           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┫           0.7223    0.2243       0.8555     0.3270     0.6730     0.3461     0.6311
┬           0.7223    0.5171       0.8555     0.1844     0.8156     0.6311     0.6311
┭           0.7223    0.5094       0.8555     0.1844     0.8156     0.6311     0.6311
┮           0.7223    0.5094       0.8555     0.1844     0.8156     0.6311     0.6311
┯           0.7223    0.5094       0.8555     0.1844     0.8156     0.6311     0.6311
┰           0.7223    0.5171       0.8555     0.1844     0.8156     0.6311     0.6311
┱           0.7223    0.5094       0.8555     0.1844     0.8156     0.6311     0.6311
┲           0.7223    0.5094       0.8555     0.1844     0.8156     0.6311     0.6311
┳           0.7223    0.5094       0.8555     0.1844     0.8156     0.6311     0.6311
┴           0.7223    0.2243       0.5627     0.1844     0.8156     0.6311     0.6311
┵           0.7223    0.2243       0.5704     0.1844     0.8156     0.6311     0.6311
┶           0.7223    0.2243       0.5704     0.1844     0.8156     0.6311     0.6311
┷           0.7223    0.2243       0.5704     0.1844     0.8156     0.6311     0.6311
┸           0.7223    0.2243       0.5627     0.1844     0.8156     0.6311     0.6311
┹           0.7223    0.2243       0.5704     0.1844     0.8156     0.6311     0.6311
┺           0.7223    0.2243       0.5704     0.1844     0.8156     0.6311     0.6311
┻           0.7223    0.2243       0.5704     0.1844     0.8156     0.6311     0.6311
┼           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
┽           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
┾           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
┿           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╀           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╁           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╂           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╃           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╄           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╅           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╆           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╇           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╈           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╉           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╊           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╋           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╌           0.7223    0.5171       0.5627     0.2072     0.7928     0.5855     0.6311
╍           0.7223    0.5094       0.5704     0.2072     0.7928     0.5855     0.6311
╎           0.7223    0.2471       0.8327     0.4772     0.5228     0.0456     0.6311
╏           0.7223    0.2471       0.8327     0.4696     0.5304     0.0607     0.6311
═           0.7223    0.4715       0.6083     0.1844     0.8156     0.6311     0.6311
║           0.7223    0.2243       0.8555     0.4316     0.5684     0.1368     0.6311
╒           0.7223    0.4715       0.8555     0.3270     0.6730     0.3461     0.6311
╓           0.7223    0.5171       0.8555     0.3080     0.6920     0.3840     0.6311
╔           0.7223    0.4715       0.8555     0.3080     0.6920     0.3840     0.6311
╕           0.7223    0.4715       0.8555     0.3308     0.6692     0.3384     0.6311
╖           0.7223    0.5171       0.8555     0.3080     0.6920     0.3840     0.6311
╗           0.7223    0.4715       0.8555     0.3080     0.6920     0.3840     0.6311
╘           0.7223    0.2243       0.6083     0.3080     0.6920     0.3840     0.6311
╙           0.7223    0.2243       0.5627     0.3080     0.6920     0.3840     0.6311
╚           0.7223    0.2243       0.6083     0.3080     0.6920     0.3840     0.6311
╛           0.7223    0.2243       0.6083     0.3308     0.6692     0.3384     0.6311
╜           0.7223    0.2243       0.5627     0.3080     0.6920     0.3840     0.6311
╝           0.7223    0.2243       0.6083     0.3080     0.6920     0.3840     0.6311
╞           0.7223    0.2243       0.8555     0.3308     0.6692     0.3384     0.6311
╟           0.7223    0.2243       0.8555     0.3080     0.6920     0.3840     0.6311
╠           0.7223    0.2243       0.8555     0.3080     0.6920     0.3840     0.6311
╡           0.7223    0.2243       0.8555     0.3308     0.6692     0.3384     0.6311
╢           0.7223    0.2243       0.8555     0.3080     0.6920     0.3840     0.6311
╣           0.7223    0.2243       0.8555     0.3080     0.6920     0.3840     0.6311
╤           0.7223    0.4715       0.8555     0.1844     0.8156     0.6311     0.6311
╥           0.7223    0.5171       0.8555     0.1844     0.8156     0.6311     0.6311
╦           0.7223    0.4715       0.8555     0.1844     0.8156     0.6311     0.6311
╧           0.7223    0.2243       0.6083     0.1844     0.8156     0.6311     0.6311
╨           0.7223    0.2243       0.5627     0.1844     0.8156     0.6311     0.6311
╩           0.7223    0.2243       0.6083     0.1844     0.8156     0.6311     0.6311
╪           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╫           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╬           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
╭           0.7223    0.5171       0.8555     0.3308     0.6692     0.3384     0.6311
╮           0.7223    0.5171       0.8555     0.3308     0.6692     0.3384     0.6311
╯           0.7223    0.2243       0.5627     0.3308     0.6692     0.3384     0.6311
╰           0.7223    0.2243       0.5627     0.3308     0.6692     0.3384     0.6311
╱           0.7223    0.2080       0.8715     0.1683     0.8317     0.6635     0.6311
╲           0.7223    0.2080       0.8715     0.1683     0.8317     0.6635     0.6311
╳           0.7223    0.2080       0.8715     0.1683     0.8317     0.6635     0.6311
╴           0.7223    0.5171       0.5627     0.3422     0.6578     0.3156     0.6311
╵           0.7223    0.2243       0.5399     0.4772     0.5228     0.0456     0.6311
╶           0.7223    0.5171       0.5627     0.3422     0.6578     0.3156     0.6311
╷           0.7223    0.5399       0.8555     0.4772     0.5228     0.0456     0.6311
╸           0.7223    0.5094       0.5704     0.3422     0.6578     0.3156     0.6311
╹           0.7223    0.2243       0.5399     0.4695     0.5305     0.0610     0.6311
╺           0.7223    0.5094       0.5704     0.3422     0.6578     0.3156     0.6311
╻           0.7223    0.5399       0.8555     0.4695     0.5305     0.0610     0.6311
╼           0.7223    0.5094       0.5704     0.1844     0.8156     0.6311     0.6311
╽           0.7223    0.2243       0.8555     0.4695     0.5305     0.0610     0.6311
╾           0.7223    0.5094       0.5704     0.1844     0.8156     0.6311     0.6311
╿           0.7223    0.2243       0.8555     0.4695     0.5305     0.0610     0.6311
▀           0.7223    0.2243       0.5399     0.1844     0.8156     0.6311     0.6311
▂           0.7223    0.6977       0.8555     0.1844     0.8156     0.6311     0.6311
▃           0.7223    0.6188       0.8555     0.1844     0.8156     0.6311     0.6311
▄           0.7223    0.5399       0.8555     0.1844     0.8156     0.6311     0.6311
▅           0.7223    0.4610       0.8555     0.1844     0.8156     0.6311     0.6311
▆           0.7223    0.3821       0.8555     0.1844     0.8156     0.6311     0.6311
▇           0.7223    0.3032       0.8555     0.1844     0.8156     0.6311     0.6311
█           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
▉           0.7223    0.2243       0.8555     0.2239     0.7761     0.5522     0.6311
▊           0.7223    0.2243       0.8555     0.2633     0.7367     0.4733     0.6311
▋           0.7223    0.2243       0.8555     0.3028     0.6972     0.3945     0.6311
▌           0.7223    0.2243       0.8555     0.3422     0.6578     0.3156     0.6311
▍           0.7223    0.2243       0.8555     0.3817     0.6183     0.2367     0.6311
▎           0.7223    0.2243       0.8555     0.4211     0.5789     0.1578     0.6311
▏           0.7223    0.2243       0.8555     0.4606     0.5394     0.0789     0.6311
▐           0.7223    0.2243       0.8555     0.3422     0.6578     0.3156     0.6311
░           0.7223    0.2243       0.8237     0.2002     0.7998     0.5997     0.6311
▒           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
▓           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
▔           0.7223    0.2243       0.3032     0.1844     0.8156     0.6311     0.6311
▕           0.7223    0.2243       0.8555     0.4606     0.5394     0.0789     0.6311
■           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
□           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▢           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▣           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▤           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▥           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▦           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▧           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▨           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▩           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▪           0.7223    0.4487       0.6311     0.4088     0.5912     0.1824     0.3193
▫           0.7223    0.4487       0.6311     0.4088     0.5912     0.1824     0.3193
▬           0.7223    0.4487       0.6311     0.3176     0.6824     0.3649     0.5017
▭           0.7223    0.4487       0.6311     0.3176     0.6824     0.3649     0.5017
▮           0.7223    0.3575       0.7223     0.4088     0.5912     0.1824     0.3193
▯           0.7223    0.3575       0.7223     0.4088     0.5912     0.1824     0.3193
▰           0.7223    0.4487       0.6311     0.3176     0.6824     0.3649     0.5017
▱           0.7223    0.4487       0.6311     0.3176     0.6824     0.3649     0.5017
▲           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
△           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▴           0.7223    0.4487       0.6311     0.3946     0.6054     0.2108     0.3476
▵           0.7223    0.4487       0.6311     0.3946     0.6054     0.2108     0.3476
▶           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▷           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▸           0.7223    0.4345       0.6453     0.4088     0.5912     0.1824     0.3476
▹           0.7223    0.4345       0.6453     0.4088     0.5912     0.1824     0.3476
►           0.7223    0.4345       0.6453     0.2892     0.7108     0.4216     0.5584
▻           0.7223    0.4345       0.6453     0.2892     0.7108     0.4216     0.5584
▼           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▽           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
▾           0.7223    0.4487       0.6311     0.3946     0.6054     0.2108     0.3476
▿           0.7223    0.4487       0.6311     0.3946     0.6054     0.2108     0.3476
◀           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◁           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◂           0.7223    0.4345       0.6453     0.4088     0.5912     0.1824     0.3476
◃           0.7223    0.4345       0.6453     0.4088     0.5912     0.1824     0.3476
◄           0.7223    0.4345       0.6453     0.2892     0.7108     0.4216     0.5584
◅           0.7223    0.4345       0.6453     0.2892     0.7108     0.4216     0.5584
◆           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◇           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◈           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◉           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◊           0.7223    0.2549       0.7337     0.3307     0.6693     0.3387     0.4755
○           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◌           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◍           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◎           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
●           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◐           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◑           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◒           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◓           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◔           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◕           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◖           0.7223    0.3575       0.7223     0.4088     0.5912     0.1824     0.3193
◗           0.7223    0.3575       0.7223     0.4088     0.5912     0.1824     0.3193
◘           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
◙           0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
◚           0.7223    0.2243       0.5399     0.1844     0.8156     0.6311     0.6311
◛           0.7223    0.5399       0.8555     0.1844     0.8156     0.6311     0.6311
◜           0.7223    0.3032       0.5399     0.3817     0.6183     0.2367     0.3735
◝           0.7223    0.3032       0.5399     0.3817     0.6183     0.2367     0.3735
◞           0.7223    0.5399       0.7766     0.3817     0.6183     0.2367     0.3735
◟           0.7223    0.5399       0.7766     0.3817     0.6183     0.2367     0.3735
◠           0.7223    0.3032       0.5399     0.2633     0.7367     0.4733     0.6311
◡           0.7223    0.5399       0.7766     0.2633     0.7367     0.4733     0.6311
◢           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◣           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◤           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◥           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◦           0.7223    0.4314       0.6484     0.3915     0.6085     0.2169     0.3538
◧           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◨           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◩           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◪           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◫           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◬           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◭           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
◮           0.7223    0.3575       0.7223     0.3176     0.6824     0.3649     0.5017
☺           0.7223    0.2549       0.7337     0.2606     0.7394     0.4789     0.5322
☻           0.7223    0.2549       0.7337     0.2606     0.7394     0.4789     0.5322
☼           0.7223    0.2586       0.7300     0.2643     0.7357     0.4715     0.4752
♀           0.7223    0.2280       0.8441     0.2948     0.7052     0.4105     0.5322
♂           0.7223    0.2280       0.7337     0.2433     0.7567     0.5134     0.5322
♠           0.7223    0.2663       0.7223     0.2729     0.7271     0.4542     0.5322
♣           0.7223    0.2663       0.7223     0.2718     0.7282     0.4564     0.5322
♥           0.7223    0.2663       0.7223     0.2720     0.7280     0.4561     0.5322
♦           0.7223    0.2663       0.7223     0.2720     0.7280     0.4561     0.5322
♪           0.7223    0.2663       0.7337     0.3441     0.6559     0.3119     0.3991
♫           0.7223    0.2549       0.8136     0.3273     0.6727     0.3455     0.3991
♭           0.7223    0.2663       0.7223     0.4059     0.5941     0.1883     0.4028
♮           0.7223    0.2663       0.8136     0.4297     0.5703     0.1405     0.4031
♯           0.7223    0.2663       0.8136     0.3821     0.6179     0.2357     0.4028
U+F810      0.7223    0.2663       0.7223     0.2636     0.7364     0.4727     0.5621
U+F811      0.7223    0.1063       0.7300     0.3102     0.6898     0.3797     0.3972
U+F812      0.7223    0.1291       0.7223     0.3273     0.6727     0.3455     0.3365
U+F813      0.7223    0.1063       0.7223     0.3921     0.6079     0.2157     0.1824
U+F814      0.7223    0.2663       0.7223     0.2451     0.7549     0.5097     0.5458
U+F815      0.7223    0.1975       0.7300     0.3888     0.6112     0.2225     0.2361
U+F816      0.7223    0.2549       0.8928     0.3612     0.6388     0.2777     0.3399
U+F817      0.7223    0.3803       0.8928     0.3875     0.6125     0.2250     0.3214
U+F818      0.7223    0.2663       0.8928     0.3059     0.6941     0.3883     0.3991
U+F819      0.7223    0.3211       0.8928     0.4049     0.5951     0.1901     0.2361
U+F81A      0.7223    0.3803       0.9701     0.3488     0.6512     0.3023     0.3935
U+F81B      0.7223    0.2663       0.7223     0.3263     0.6737     0.3473     0.3991
U+F820      0.7223    0.3803       0.7300     0.3251     0.6749     0.3498     0.4182
U+F821      0.7223    0.2243       0.7923     0.2160     0.7840     0.5680     0.6311
U+F822      0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
U+F823      0.7223    0.2243       0.8555     0.1844     0.8156     0.6311     0.6311
ﬁ           0.7223    0.2280       0.7223     0.3394     0.6606     0.3211     0.4068
ﬂ           0.7223    0.2280       0.7223     0.3384     0.6616     0.3233     0.4086
ﬞ           0.7223    0.2052       0.2965     0.3974     0.6026     0.2052     0.0000

# Missing mapped glyphs (present in cmap but not exportable):
       (U+0020)
  \xa0  (U+00A0)
  \u2000  (U+2000)
  \u2001  (U+2001)
  \u2002  (U+2002)
  \u2003  (U+2003)
  \u2004  (U+2004)
  \u2005  (U+2005)
  \u2006  (U+2006)
  \u2007  (U+2007)
  \u2008  (U+2008)
  \u2009  (U+2009)
  \u200a  (U+200A)
  \u200b  (U+200B)
  \u200c  (U+200C)
  \u200d  (U+200D)
  \u200e  (U+200E)
  \u200f  (U+200F)
  \u2028  (U+2028)
  \u2029  (U+2029)
  \u202a  (U+202A)
  \u202b  (U+202B)
  \u202c  (U+202C)
  \u202d  (U+202D)
  \u202e  (U+202E)
  \ufeff  (U+FEFF)
